item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel
Writing With Power: Techniques for Mastering the Writing Process by Elbow, Peter		0814IZ4FC6L	818	4.99	1	2011-08-13 18:08:01 PDT		y	2		Very nice copy with clean pages and tight spine. But header page which is blank has a piece torn off. Fast Shipping! 100% Satisfaction Guaranteed!	2				0195029127			1	Domestic		0195029127			0	DEFAULT
Leisure Arts Leisure Arts, Making Memories with Mary Engelbreit [Kitchen]		0814IZ4FCOX	819	4.99	1	2011-08-13 18:08:03 PDT		y	2		Clean pages and tight spine; Cover has about a 1" blemish. Fast Shipping! 100% Satisfaction Guaranteed!	2				1574863185			1	Domestic		1574863185			0	DEFAULT
The Lord of the Rings [Box set] [Paperback] by Tolkien, J.R.R.		0814IZ4FDBF	820	11.33	1	2011-08-13 18:08:04 PDT		y	2		3-book set. Books 2 & 3 are "Like New". Book 1 is "Good" with clean pages and some edge marks, creases in cover and corner curl. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0618574999			1	Domestic		0618574999			0	DEFAULT
No Price too High: A Pentecostal Preacher Becomes Catholic by Jones, Alex		0814IZ4FE2X	821	4.99	1	2011-08-13 18:08:06 PDT		y	2		Inscription and signed by author on header page. Generally nice copy with some underlining. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	3				0898709199			1	Domestic		0898709199			0	DEFAULT
Friedrich Durrenmatt: Selected Writings, Volume 3, Essays [Hardcover]		0814IZ4FGE9	824	18.1	1	2011-08-13 18:08:16 PDT		y	2		Book looks new - in excellent condition. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0226174328			1	Domestic		0226174328			0	DEFAULT
This Is the Abyssinian Cat by Faler, Kate		0816IZT8GIR	826	14.95	1	2011-08-15 18:10:32 PDT		y	2		Book looks new - in excellent condition. Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				087666866X			1	N		087666866X			0	DEFAULT
Organizational Behavior (10th Edition) by Robbins, Stephen P.		0816IZT8H4F	827	4.99	1	2011-08-15 18:10:33 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0131000691			1	N		0131000691			0	DEFAULT
The Nature of Leadership by Covey, Stephen R.; Merrill, A. Roger; Jones, DeWitt		0816IZT8HL3	828	4.99	1	2011-08-15 18:10:38 PDT		y	2		Gently read with clean pages and tight spine. Dust jacket has edge wear and and about a 1" blemish.. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1883219906			1	N		1883219906			0	DEFAULT
Handbook of Fish Diseases by Untergasser, G.; Untergasser, Dieter		0816IZT8HSL	829	18.97	1	2011-08-15 18:10:40 PDT		y	2		Book looks new - in excellent condition. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0866227032			1	N		0866227032			0	DEFAULT
10,000 Dreams Interpreted: An Illustrated Guide to Unlocking the Secrets of Y...		0816IZT8I53	830	8.99	1	2011-08-15 18:10:42 PDT		y	2		Paperback Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1862044082			1	N		1862044082			0	DEFAULT
Road Racing: Technique and Training by Hinault, Bernard; Genzling, Claude		0816IZT8IPX	832	23.88	1	2011-08-15 18:10:48 PDT		y	2		Gently read with clean pages and tight spine. Major blemish is soil spot on bottom edge of book. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0941950131			1	Domestic		0941950131			0	DEFAULT
What Would Jesus Do?: An Adaptation for Children of Charles M. Sheldon's In H...		0816IZT8J2F	833	4.99	1	2011-08-15 18:10:49 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0945564058			1	Domestic		0945564058			0	DEFAULT
Samurai: The Story of a Warrior Tradition by Cook, Harry		0816IZT8K4R	835	17.13	1	2011-08-15 18:10:57 PDT		y	2		Gently read with clean pages and tight spine.Dust jacket has very slight edge wear. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0806903775			1	N		0806903775			0	DEFAULT
The Word for Every Season: Reflections on the Lectionary Readings (Cycle C)		0816IZT8KGF	836	12.24	1	2011-08-15 18:10:58 PDT		y	2		Gently read with clean pages and tight spine. Clean pages and tight spine; Name written on header page.Corner bumps and very slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	2				080914607X			1	Domestic		9780809146079			0	DEFAULT
Celebrated Letters of John B. Keane [Paperback] by John B. Keane		0816IZT8KR9	837	4.99	1	2011-08-15 18:11:00 PDT		y	2		Very nice copy Gently read with clean pages and tight spine. Slight crease in cover. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				1856351564			1	Domestic		1856351564			0	DEFAULT
Jews and Medicine: Religion, Culture, Science [Illustrated] [Hardcover]		0821I6E745L	839	13.12	1	2011-08-21 15:34:24 PDT		y	2		Gently read with clean pages and tight spine. Dust jacket has light edge wear and scuffing. Small blemish on header page. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0827606443			1	N		0827606443			0	DEFAULT
The Jewish Holidays: A Guide and Commentary by Michael Strassfeld		0821I6E74BF	840	4.99	1	2011-08-21 15:34:25 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0060912251			1	N		0060912251			0	DEFAULT
Curriculum and Instructional Methods for the Elementary and Middle School (5t...		0821I6E74GF	841	5.99	1	2011-08-21 15:34:27 PDT		y	2		Book looks new - has slight shef scuffing on cover. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				013089348X			1	Domestic		013089348X			0	DEFAULT
Coaching Volleyball Successfully by Neville, William J.		0821I6E74KL	842	17.6	1	2011-08-21 15:34:28 PDT		y	2		New item in excellent condition but may have slight shelf wear. Fast Shipping - Ships within 24 hours. Satisfaction guaranteed!	11				0880113626			1	Domestic		0880113626			0	DEFAULT
Slot Machines and Coin-Op Games: A Collector's Guide to One-Armed Bandits and...		0821I6E74QF	843	12.6	1	2011-08-21 15:34:30 PDT		y	2		Book looks new - in excellent condition. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1555217311			1	Domestic		1555217311			0	DEFAULT
Vic Braden's Quick Fixes: Expert Cares for Common Tennis Problems (Sports Ill...		0821I6E74UL	844	29.95	1	2011-08-21 15:34:31 PDT		y	2		Interior of book is like new with clean, bright pages but dust jacket has a lot of wear including a repaired 2" tear and other edge wear. like new but Fast Shipping! 100% Satisfaction Guaranteed!	2				0316105147			1	Domestic		0316105147			0	DEFAULT
Amazing Face Reading: An Illustrated Encyclopedia for Reading Faces [Paperback]		0821I6E7519	845	10.25	1	2011-08-21 15:34:33 PDT		y	2		Clean pages and tight spine; Book has a very slight bend from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	1				0965593126			1	Domestic		0965593126			0	DEFAULT
Warman's American Records, 1950-2000: Identification & Price Guide (Encyclope...		0821I6E755F	846	89.88	1	2011-08-21 15:34:35 PDT		y	2		New with slight corner bump. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0873492595			1	Domestic		0873492595			0	DEFAULT
Classic Poems to Read Aloud (Classic Collections) by Berry, James		0821I6E75EL	848	18.88	1	2011-08-21 15:34:37 PDT		y	2		Book looks new - in excellent condition. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1856979873			1	Domestic		1856979873			0	DEFAULT
Weather for the Mariner [Hardcover] by Kotsch, William J.		0821I6E75NR	849	17.85	1	2011-08-21 15:34:39 PDT		y	2		Book itself appears new with clean bright pages but dust jacket has a lot of edge wear and a few tears which have been repaired. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0870217569			1	Domestic		0870217569			0	DEFAULT
Tamas: Winner of the Sahitya Award by Sahni, Bhisham; Ratan, Jai		0417IU1LXSR	85	4.99	1	2011-04-16 19:30:16 PDT		y	2		Gently read; has 2 minor creases in cover 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	3				0140114777			2	Domestic		0140114777			0	DEFAULT
The Journey of Man: A Genetic Odyssey [Hardcover] by Spencer Wells; Mark Read		0821I6E75UF	850	4.99	1	2011-08-21 15:34:41 PDT		y	2		Gently read with clean pages and tight spine. Inside flap of dust jacket has a crease, otherwise book looks new. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				069111532X			1	Domestic		069111532X			0	DEFAULT
Profit by Investing in Student Housing: Cash In on the Campus Housing Shortage		0821I6E762R	851	9.89	1	2011-08-21 15:34:44 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1419521888			1	Domestic		1419521888			0	DEFAULT
Social Beings: A Core Motives Approach to Social  Psychology [Paperback]		0821I6E76A9	852	22.88	1	2011-08-21 15:34:46 PDT		y	2		Book appears unread with clean pages and tight spine Very slight corner bumpsl. Copyright 2004. Fast Shipping! 100% Satisfaction Guaranteed!	1				0471654221			1	Domestic		0471654221			0	DEFAULT
The Field Guide to Prehistoric Life by Lambert, David		0821I6E76HR	854	22.95	1	2011-08-21 15:34:49 PDT		y	2		Gently used with clean, bright pages. Name written on header page. Dust jacket has small tear on back along with slight edge wear. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0816011257			1	Domestic		0816011257			0	DEFAULT
Sex, Lies, and Handwriting: A Top Expert Reveals the Secrets Hidden in Your H...		0821I6E76LX	855	26.96	1	2011-08-21 15:34:50 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0743288092			1	Domestic		0743288092			0	DEFAULT
The Gift of Music (Expanded and Revised, 3rd Edition): Great Composers and Th...		0821I6E76U9	856	4.99	1	2011-08-21 15:34:52 PDT		y	2		Gently read; Clean pages; Very slight corner curl. Fast Shipping! 100% Satisfaction Guaranteed!	2				089107869X			1	Domestic		089107869X			0	DEFAULT
Old Clocks and Watches and Their Makers by Britten, Frederick James		0821I6E770X	857	39.95	1	2011-08-21 15:34:54 PDT		y	2		Gently read; Clean, bright pages. Dust jacket showing some discoloration. Fast Shipping! 100% Satisfaction Guaranteed!	2				0854097031			1	Domestic		0854097031			0	DEFAULT
The Total Triathlon Almanac, 2nd Edition [Paperback] by Svensson, Tony		0821I6E7749	858	19.66	1	2011-08-21 15:34:55 PDT		y	2		Unused book with clean, bright pages. Slight corner bump from storage. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0963456822			1	Domestic		0963456822			0	DEFAULT
Collectors Guide to Prewar Lionel Trains 1900-1942 by Doyle, David		0821I6E778F	859	5.98	1	2011-08-21 15:34:57 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0896894622			1	Domestic		9780896894624			0	DEFAULT
Warman's Hummel Field Guide: Values and Identification (Warman's Field Guides)		0821I6E77FX	860	4.99	1	2011-08-21 15:34:58 PDT		y	2		Gently read; Clean pages; Very slight cover curl. Fast Shipping! 100% Satisfaction Guaranteed!	1				0873497783			1	Domestic		0873497783			0	DEFAULT
Complete Confectionery Techniques by Nicolello, Ildo; Foote, Rowland		0826ICMKM29	862	29.95	1	2011-08-25 20:58:44 PDT		y	2		Really nice copy that is almost "Like New". The only flaw is that bottom edge of half the pages are "wavy" which is almost not noticeable. Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0470234938			1	Domestic		0470234938			0	DEFAULT
Cruising the Mediterraniean: A Guide to the Ports of Call (Cruising the Medit...		0826ICMKMER	863	29.95	1	2011-08-25 20:58:47 PDT		y	2		Gently read; Clean pages; Very slight cover curl. Fast Shipping! 100% Satisfaction Guaranteed!	1				1588432858			1	Domestic		1588432858			0	DEFAULT
Neil Chayet's Looking at the law by Chayet, Neil L		0826ICMKMN3	864	45.48	1	2011-08-25 20:58:48 PDT		y	2		Book appears unread with very tight spine and clean bright pages. Dust jacket has edge wear and a few small tears. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0831756233			1	Domestic		0831756233			0	DEFAULT
Basic Christianity by Stott, John R. W		0826ICMKP53	866	10.16	1	2011-08-25 20:59:00 PDT		y	2		Cover has some shelf scuffing. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				080281283X			1	Domestic		080281283X			0	DEFAULT
Foundations Reading (Contemporary's Foundations) [Paperback]		0828IJGULUL	869	4.99	1	2011-08-28 13:37:24 PDT		y	2		Gently read; Clean pages; Very slight corner curl. Fast Shipping! 100% Satisfaction Guaranteed!	2				0809238330			1	Domestic		0809238330			0	DEFAULT
Law and Science (University Casebook Series) [Abridged] [Paperback]		0828IJGUM19	870	19.39	1	2011-08-28 13:37:26 PDT		y	2		Gently read; Clean pages; Very slight edge and corner wear. Fast Shipping! 100% Satisfaction Guaranteed!	2				1587789116			1	Domestic		1587789116			0	DEFAULT
Casebook: Foster Care (Allyn & Bacon Casebook Series) by Johnson, Jerry L.		0828IJGUNOF	873	23.88	1	2011-08-28 13:37:35 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0205389503			1	Domestic		0205389503			0	DEFAULT
Prairie Patrimony: Family, Farming, and Community in the Midwest (Studies in ...		0828IJGUODF	875	10.5	1	2011-08-28 13:37:39 PDT		y	2		Gently read with clean pages and tight spine. Slight corner bumps. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0807845531			1	Domestic		0807845531			0	DEFAULT
Contemporary Political Philosophy: An Introduction by Kymlicka, Will		0828IJGUOPX	876	5.99	1	2011-08-28 13:37:41 PDT		y	2		Good reading copy with some highlighting and notes. Bottom right corner of pages has some soil and waviness. There is a label on back cover. Fast Shipping! Ships within 24 hours!! 100% Satisfaction Guaranteed!	4				0198277237			1	Domestic		0198277237			0	DEFAULT
Small Lives [Paperback] by Michon, Pierre; Gladding, Jody; Deshays, Elizabeth		0828IJGUPHF	878	5.98	1	2011-08-28 13:37:45 PDT		y	2		Gently read with clean pages and tight spine. Slight corner bumps. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0972869212			1	Domestic		9780972869218			0	DEFAULT
The Cook's Encyclopedia of Vegetarian Cooking by Fraser, Linda		0828IJGUPYX	879	4.99	1	2011-08-28 13:37:47 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0760724229			1	Domestic		0760724229			0	DEFAULT
Literature: An Introduction to Fiction, Poetry, and Drama, Ninth Edition		0911IXD65NR	885	4.99	1	2011-09-10 17:59:49 PDT		y	2		Clean pages and tight spine; Slight corner and edge wear. Some discolorization on edge. Fast Shipping! 100% Satisfaction Guaranteed!	2				0321245512			1	Domestic		0321245512			0	DEFAULT
The Revised English Bible with the Apocrypha by Oxford University Press		0911IXD662R	886	4.99	1	2011-09-10 17:59:51 PDT		y	2		Gently read; Clean pages; Almost "Like New" but there is an inscription on header page. Dus jacket in great condtion but has been price clipped. Fast Shipping! 100% Satisfaction Guaranteed!	2				0195294084			1	Domestic		0195294084			0	DEFAULT
One-Upmanship [Paperback] by Potter, Stephen		0417IU1LY8L	89	32.44	1	2011-04-16 19:30:24 PDT		y	2		Book appears new and is in excellent condition; spine is tight. Page 59 does have minor notes and highlighting. It is the only page I can find that has any marks. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	2				1559211903			1	Domestic		1559211903			0	DEFAULT
Advanced Social Psychology [Hardcover] by Tesser, Abraham		0911IXQE2UR	890	4.99	1	2011-09-11 13:07:39 PDT		y	2		Generally very nice copy with no notes or writing but there yellow highlighting. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	3				0070633924			1	Domestic		0070633924			0	DEFAULT
The Heart of Psychotherapy: The Most Honest, Revealing, Fascinating Account o...		0911IXQE81F	896	4.99	1	2011-09-11 13:08:00 PDT		y	2		Good reading copy with highlighting and no notes. Some corner fluffing. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	3				0312141106			1	Domestic		0312141106			0	DEFAULT
Prentice Hall Writing and Grammar: Communication in Action (Gold, Grade 9; St...		0915I0WNFXX	897	4.99	1	2011-09-15 16:25:35 PDT		y	2		Very nice clean copy that looks unused with bright pages and tight spine. There is a school stamp on all 3 edges of the book. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0134369661			1	N		0134369661			0	DEFAULT
The Complete Guide to Hunting: Proven Tips & Techniques (The Complete Hunter)		0228I55BP59	8O-KMZ4-E751	4.99	1	2011-02-28 14:24:42 PST		y	1		Unread with tight spine but slight cover wear due to storage and handling.  Fast Shipping!	2				0865730970			2	Domestic,International,Next,Second		0865730970			0	DEFAULT
Haydn: String Quartets, Vol. 3 [Audio CD] Franz Joseph Haydn; Alphonse Onnou		0327IJBMO1X	8Z-HVE5-11ZG	4.99	1	2011-03-26 17:18:04 PDT		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				B000065UNK			2	Domestic,Second		B000065UNK			0	DEFAULT
GTO: Great Teacher Onizuka, Vol. 4 [Paperback] by Tohru Fujisawa		1130G375YRF	8Z-ZHY8-0XCD	4.99	1	2010-11-29 18:10:51 PST		y	1		Fast Shipping! 100% Satisfaction Guaranteed!	11				1591820286			1	Next,Second		1591820286			0	DEFAULT
A Devil of a Whipping: The Battle of Cowpens [Paperback] by Babits, Lawrence E.		0915I0WNQUF	901	9.7	1	2011-09-15 16:26:00 PDT		y	2		Gently read with clean pages and tight spine. Corner bumps and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	2				080784926X			1	Domestic		080784926X			0	DEFAULT
How to Become a Successful Commercial Model: The Complete Commercial Modeling...		0915I0WNRWR	902	4.99	1	2011-09-15 16:26:03 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0965358518			2	Domestic		0965358518			0	DEFAULT
Fundamentals of Signals and Systems Using MATLAB by Kamen, Edward W.		0917I27U3F9	903	14.95	1	2011-09-16 20:48:53 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0023619422			1	Domestic		0023619422			0	DEFAULT
Culpeper's Medicine: A Practice of Western Holistic Medicine by Tobyn, Graeme		0917I27U3WR	904	28.88	1	2011-09-16 20:48:55 PDT		y	2		Book looks new with a very tight spine and clean pages. Dust jacket has some shelf scuffing. Fast Shipping! Ships within 24 hours!! 100% Satisfaction Guaranteed!	1				1852309431			1	Domestic		1852309431			0	DEFAULT
What's the Difference? - How to Tell Things Apart (that are confusingly close)		0917I27U589	906	12.1	1	2011-09-16 20:49:01 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				1435108078			1	Domestic		1435108078			0	DEFAULT
Natural Home Heating: The Complete Guide to Renewable Energy Options [Paperback]		0917I27U8YF	908	4.99	1	2011-09-16 20:49:15 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				1931498229			1	Domestic		1931498229			0	DEFAULT
Coaches Guide to Excellence [Paperback] by Penager, B.		0917I27U9AX	909	4.99	1	2011-09-16 20:49:17 PDT		y	2		Book looks new -has some slight edge wear due to shelf. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1884125271			1	Domestic		1884125271			0	DEFAULT
Indian in Minutes by Bharadwaj, Monisha; Filgate, Gus		0417IU1LYGX	91	9.29	1	2011-04-16 19:30:29 PDT		y	2			1				1592232795			2	Domestic,Second		1592232795			0	DEFAULT
Best-Kept Secrets of Major League Pitching [Paperback] by Larry Monroe		0917I27U9O9	910	9.23	1	2011-09-16 20:49:18 PDT		y	2		Book appears unused but corners have slight shelf dings. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1585188719			1	Domestic		1585188719			0	DEFAULT
Interviewing: More Than a Gut Feeling (Ami One Hour Series) by Deems, Richard S.		0917I27UA43	911	9.95	1	2011-09-16 20:49:20 PDT		y	2		Appears to be unused with clean pages and tight spine but corners have a slight bend due to shelving. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				1884926223			1	Domestic		1884926223			0	DEFAULT
Practical Electricity by Cook, Nigel P.		0918I2Z4RE9	913	21	1	2011-09-17 21:40:55 PDT		y	2		Good reading copy with highlighting and notes. Fast Shipping! Ships within 24 hours!! 100% Satisfaction Guaranteed!	3				013243296X			1	Domestic		013243296X			0	DEFAULT
Drafting for Industry [Hardcover] by Brown, Walter C.; Kicklighter, Clois E.		0918I2Z4RJ9	914	7.95	1	2011-09-17 21:40:56 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1566370485			1	Domestic		1566370485			0	DEFAULT
Batik, Tie Dyeing, Stenciling, Silk Screen, Block Printing: The Hand Decorati...		0918I2Z4RSF	915	4.99	1	2011-09-17 21:40:58 PDT		y	2		Looks unused with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				048621401X			1	Domestic		048621401X			0	DEFAULT
In the Palm of Your Hand: The Poet's Portable Workshop [Paperback]		0918I2Z4SJ3	916	4.99	1	2011-09-17 21:41:03 PDT		y	2		Gently read with clean pages and tight spine. Book has a slight bend to it from shelf otherwise it would be Like new. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0884481492			1	Domestic		0884481492			0	DEFAULT
The Art of the Needle by Beaney, Jan		0918I2Z4ST3	917	4.94	1	2011-09-17 21:41:07 PDT		y	2		Gently read with clean pages and tight spine. Dust Jacket has slight edge wear. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				039457303X			1	Domestic		9780394573038			0	DEFAULT
Magic Stack-n-Whack Quilts [Illustrated] [Paperback] by Reynolds, Bethany S.		0918I2Z4T8X	918	6.62	1	2011-09-17 21:41:09 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1574327046			1	Domestic		1574327046			0	DEFAULT
Quilting Patterns: 110 Full-Size Ready-to-Use Designs and Complete Instructio...		0918I2Z4TVF	921	4.99	1	2011-09-17 21:41:16 PDT		y	2		Looks unused - All pages clean and tight spine. Label on header page with name and address. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0486246329			1	Domestic		0486246329			0	DEFAULT
Painting the Spirit of Nature by Masterfield, Maxine		0918I2Z4U4L	922	14.95	1	2011-09-17 21:41:18 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0823038610			1	Domestic		0823038610			0	DEFAULT
Horse Carving With Tom Wolfe (Schiffer Book for Woodcarvers) [Paperback]		0918I2Z4UIR	923	7.8	1	2011-09-17 21:41:19 PDT		y	2		Book looks new - in excellent condition. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0887406491			1	Domestic		0887406491			0	DEFAULT
Kentucky Crafts [Hardcover] by Brown, Phyllis George		0918I2Z4UZF	925	13.88	1	2011-09-17 21:41:24 PDT		y	2		Book looks new - in excellent condition. Stated First Edition with full number line. Dust jacket in very good condition. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				051757327X			1	Domestic		051757327X			0	DEFAULT
Transforming Fabric: Thirty Creative Ways to Paint, Dye and Pattern Cloth		0918I2Z4V3L	926	14.72	1	2011-09-17 21:41:25 PDT		y	2		Book looks new but has slight bend from improper storage. Clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0873496167			1	Domestic		0873496167			0	DEFAULT
Jacobean Rhapsodies: Composing with 28 Applique Designs [Paperback]; Ayars, Mimi		0918I2Z4VDL	927	27.27	1	2011-09-17 21:41:27 PDT		y	2		Book is in very nice shape with clean pages. The book have a very slight bend due to improper storage. There is a label on header page with a name and address. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				1571200495			1	Domestic		1571200495			0	DEFAULT
Log Cabin (Mini Classics) [Paperback] by Nolt, Joanne S.		0918I2Z4VYF	929	26.75	1	2011-09-17 21:41:31 PDT		y	2		Looks unused, slight corner bump lower right. There is an address label on header page. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1885588062			1	Domestic		1885588062			0	DEFAULT
How to Pour Ceramic Molds [Paperback]		0918I2Z4RQR	931	25.98	1	2011-09-17 21:40:58 PDT		y	2		Very nice copy with Clean Pages and slight wear on exterior spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0916809706			1	Domestic		0916809706			0	DEFAULT
Beginning Ceramics by Swant, Dale		0918I2Z4RUX	932	4.99	1	2011-09-17 21:40:59 PDT		y	2		Revised, Appears new and unused. There is a price label on cover. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0916809722			1	Domestic		0916809722			0	DEFAULT
Japanese Ink Painting: The Art of Sumi-e [Paperback] by Okamoto, Naomi		0918I2Z4SI9	933	4.99	1	2011-09-17 21:41:04 PDT		y	2		Book looks unused - clean pages and tight spine.Has a slight bend due to improper storage. There is an address label on header page. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0806908335			1	Domestic		0806908335			0	DEFAULT
Carving Spoons: Welsh Love Spoons, Celtic Knots, and Contemporary Favorites		0918I2Z4SYX	935	79.44	1	2011-09-17 21:41:08 PDT		y	2		Book looks unused - clean pages and tight spine.Ever so slight corner bumps. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1565230922			1	Domestic		1565230922			0	DEFAULT
On the Surface: Thread Embellishment & Fabric Manipulation by Hill, Wendy		0918I2Z4T33	936	4.99	1	2011-09-17 21:41:10 PDT		y	2		Book looks unused - clean pages and tight spine.Address label on header page. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1571200320			1	Domestic		1571200320			0	DEFAULT
A People and Their Quilts [Paperback] by Irwin, John Rice		0918I2Z4T83	937	7.99	1	2011-09-17 21:41:11 PDT		y	2		Very close to being new. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0887400248			1	Domestic		0887400248			0	DEFAULT
Standard Book of Quilt-Making and Collecting by Ickis, Marguerite		0918I2Z4TBF	938	6.5	1	2011-09-17 21:41:13 PDT		y	2		Book has all clean pages and tight spine. Stamp on inside front cover and header page. Some tanning on edges. Cover has some edge wear and a cellophane like covering which is peeling off. Fast Shipping! Ships within 24 hours!! 100% Satisfaction Guaranteed!	3				0844607207			1	Domestic		0844607207			0	DEFAULT
The craft of hand spinning by Chadwick, Eileen		0918I2Z4TI3	939	17.91	1	2011-09-17 21:41:14 PDT		y	2		Book looks unused - clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0684164272			1	Domestic		0684164272			0	DEFAULT
Program Models for Mainstreaming: Integrating Students With Moderate to Sever...		0417IU1LWPL	94	184.09	1	2011-04-16 19:29:53 PDT		y	2		Cover has minor shelf rub from storage and handling. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	2				0890795533			1	Domestic		0890795533			0	DEFAULT
